PARTICIPANT_ID,RUN_ID,CHUNK,CONDITION,RandomID,PRODUCT_SHOWN,AGE,GENDER,AI_MENTION_CHECK,PR_INCORP_SELF,PR_BELONGS_TO_ME,PR_CONNECTED,PR_CLOSENESS,PR_DIFFICULT_MINE,PRODUCT_HEDONICITY_1_UTIL_7_HED,AI_IMPROVE_LIFE,AI_IMPROVE_WORK,AI_USE_FUTURE,AI_POSITIVE_HUMANITY,AI_THREAT_HUMANS,SPOT_AI_CHOICE,SPOT_AI_CORRECT,AUCTION_WINNER,AUCTION_CORRECT,WTP_COINS_0_10,TASK_SUMMARY,MTURK_ID,MTURK_ID_ENTERED,COMPLETION_CODE
376,RUN_2026-01-06_1,1,AI x Utilitarian (new),18144,Body wash,18,Female,Yes,2,2,2,1,4,3,2,2,1,1,1,Picture 1,0,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A14FI0L440,Yes,237566
377,RUN_2026-01-06_1,1,AI x Utilitarian (new),93079,Body wash,19,Male,Yes,2,2,2,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AKK3A2DEMI,Yes,237566
378,RUN_2026-01-06_1,1,No AI x Utilitarian (new),77112,Body wash,37,Female,Yes,2,2,2,1,4,3,2,2,2,2,1,Picture 1,0,Participant 2,1,2,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A958QDY414,Yes,237566
379,RUN_2026-01-06_1,1,AI x Utilitarian (new),96714,Body wash,51,Male,Yes,2,2,1,1,4,4,2,2,2,2,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AQ3SKDKIFL,Yes,237566
380,RUN_2026-01-06_1,1,AI x Utilitarian (new),84645,Body wash,35,Female,Yes,2,2,2,1,5,2,2,2,2,1,1,Picture 2,1,Participant 2,1,10,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AZN2WTGD9V,Yes,237566
381,RUN_2026-01-06_1,1,AI x Hedonic (new),57765,Chocolate bar,48,Male,Yes,2,2,1,1,3,5,2,2,1,1,1,Picture 1,0,Participant 2,1,8,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AT0NQ87EZL,Yes,237566
382,RUN_2026-01-06_1,1,No AI x Hedonic (new),46906,Chocolate bar,23,Male,No,2,2,2,1,3,6,2,2,2,1,1,Picture 1,0,Participant 2,1,2,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AARBFH10ML,Yes,237566
383,RUN_2026-01-06_1,1,AI x Hedonic (new),63737,Chocolate bar,31,Female,Yes,2,2,1,1,4,4,2,1,2,1,1,Picture 2,1,Participant 2,1,8,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A8KHZ47E33,Yes,237566
384,RUN_2026-01-06_1,1,No AI x Hedonic (new),79402,Chocolate bar,27,Male,Yes,2,2,1,1,2,5,2,1,1,1,1,Picture 1,0,Participant 3,0,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AAM316Y2AP,Yes,237566
385,RUN_2026-01-06_1,1,No AI x Utilitarian (new),36482,Body wash,38,Male,Yes,2,2,1,1,4,2,2,1,2,2,1,Picture 2,1,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A39JF2Q02K,Yes,237566
386,RUN_2026-01-06_1,1,AI x Utilitarian (new),65943,Body wash,24,Female,Yes,2,2,2,1,3,3,2,2,2,1,1,Picture 1,0,Participant 2,1,3,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ADE2QKBA2M,Yes,237566
387,RUN_2026-01-06_1,1,AI x Hedonic (new),89119,Chocolate bar,37,Female,Yes,2,2,1,1,4,7,2,1,2,2,1,Picture 2,1,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ANX45DIKX1,Yes,237566
388,RUN_2026-01-06_1,1,AI x Utilitarian (new),44761,Body wash,45,Female,Yes,2,2,1,1,3,4,2,2,2,1,1,Picture 2,1,Participant 2,1,2,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AVKPD43OXX,Yes,237566
389,RUN_2026-01-06_1,1,No AI x Utilitarian (new),24083,Body wash,33,Male,Yes,2,2,1,2,4,2,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A8VYVTW83X,Yes,237566
390,RUN_2026-01-06_1,1,AI x Hedonic (new),43529,Chocolate bar,27,Male,Yes,2,1,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ALLB9TCH5P,Yes,237566
391,RUN_2026-01-06_1,1,AI x Hedonic (new),84220,Chocolate bar,33,Male,Yes,2,2,2,1,4,5,2,1,2,1,1,Picture 2,1,Participant 2,1,2,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AXRLZIQFTM,Yes,237566
392,RUN_2026-01-06_1,1,No AI x Hedonic (new),72036,Chocolate bar,23,Male,Yes,2,2,2,1,2,4,2,1,1,2,1,Picture 2,1,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A4OFPB4Z7T,Yes,237566
393,RUN_2026-01-06_1,1,No AI x Hedonic (new),49649,Chocolate bar,26,Female,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AE8K8WCVQY,Yes,237566
394,RUN_2026-01-06_1,1,No AI x Hedonic (new),40316,Chocolate bar,48,Female,Yes,2,2,2,1,2,7,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AF651P03Y6,Yes,237566
395,RUN_2026-01-06_1,1,AI x Utilitarian (new),97441,Body wash,42,Female,Yes,2,2,2,1,4,3,2,1,2,1,1,Picture 1,0,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",APHO9YHL3A,Yes,237566
396,RUN_2026-01-06_1,1,No AI x Hedonic (new),56464,Chocolate bar,21,Female,Yes,2,2,1,1,4,6,2,2,1,1,1,Picture 2,1,Participant 2,1,8,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AQKVMNEODJ,Yes,237566
397,RUN_2026-01-06_1,1,No AI x Hedonic (new),27445,Chocolate bar,35,Female,Yes,2,2,1,1,4,6,2,2,2,1,1,Picture 2,1,Participant 2,1,1,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A5K9WO657T,Yes,237566
398,RUN_2026-01-06_1,1,No AI x Hedonic (new),65466,Chocolate bar,43,Male,Yes,2,1,2,1,3,6,2,2,1,2,1,Picture 1,0,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AU5QPR8PSU,Yes,237566
399,RUN_2026-01-06_1,1,No AI x Utilitarian (new),55740,Body wash,48,Male,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AJYU2ZSDVU,Yes,237566
400,RUN_2026-01-06_1,1,AI x Hedonic (new),70128,Chocolate bar,46,Male,Yes,2,2,2,1,5,5,2,2,2,1,1,Picture 1,0,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A0YW34OSCX,Yes,237566
